age,gender,income,education,region,loyalty_status,purchase_frequency,purchase_amount,product_category,promotion_usage,satisfaction_score,Cluster
25,0,28735,Masters,North,Regular,rare,10874,Books,1,5,2
34,1,38906,Bachelor,East,Regular,rare,13099,Food,0,3,2
34,1,18752,Bachelor,West,Regular,rare,6214,Books,0,6,0
36,1,6966,College,North,Regular,occasional,1902,Electronics,0,7,0
31,1,20223,College,East,Silver,frequent,7605,Electronics,0,5,3
27,0,35814,HighSchool,West,Regular,occasional,17935,Books,0,5,2
31,0,14503,College,East,Silver,frequent,5054,Clothing,0,4,3
28,0,13801,Bachelor,West,Silver,frequent,4466,Beauty,0,7,3
32,0,46328,Bachelor,West,Gold,rare,16135,Clothing,1,7,4
32,0,26647,College,South,Regular,occasional,9437,Clothing,1,6,0
30,0,8397,College,West,Regular,rare,3318,Clothing,1,5,0
30,1,5105,Bachelor,South,Regular,rare,1915,Electronics,0,5,0
36,1,48808,Masters,East,Silver,occasional,18259,Health,1,4,1
33,0,38787,Bachelor,West,Regular,occasional,16034,Health,0,4,2
22,1,17991,Bachelor,South,Regular,occasional,6927,Books,0,5,0
26,0,11633,College,East,Regular,rare,2478,Food,1,3,0
34,0,45472,Masters,West,Silver,rare,12672,Electronics,0,5,1
24,1,7918,Bachelor,North,Silver,frequent,1742,Health,0,4,3
33,0,38705,HighSchool,South,Silver,rare,14525,Food,0,5,1
27,1,8692,Masters,South,Regular,rare,3079,Food,0,5,0
18,1,27928,Masters,East,Gold,rare,6717,Food,0,6,4
32,0,16426,Bachelor,South,Gold,occasional,6078,Clothing,0,6,4
33,0,14877,College,West,Silver,frequent,5282,Books,0,5,3
28,1,17988,College,South,Regular,frequent,4910,Electronics,0,6,0
26,1,34633,HighSchool,East,Regular,occasional,11823,Health,1,6,2
29,0,48692,College,East,Regular,frequent,20465,Electronics,1,6,2
41,1,21672,HighSchool,North,Regular,rare,6487,Books,0,3,0
35,0,11509,Bachelor,West,Regular,occasional,3384,Food,1,6,0
20,1,36470,HighSchool,North,Regular,rare,11526,Beauty,0,3,2
34,0,9503,College,South,Regular,rare,3500,Books,1,4,0
29,1,49386,College,East,Silver,rare,14812,Food,0,5,1
35,1,31907,College,East,Regular,rare,8454,Books,1,4,2
35,1,12346,HighSchool,West,Regular,occasional,5080,Electronics,0,6,0
36,0,44552,HighSchool,North,Silver,occasional,14417,Books,1,5,1
33,1,19367,Bachelor,East,Regular,rare,6225,Clothing,0,4,0
33,0,34674,Bachelor,East,Regular,rare,8629,Clothing,0,5,2
28,1,46048,Bachelor,West,Regular,rare,11585,Clothing,1,6,2
36,1,45785,College,West,Regular,rare,16809,Books,0,6,2
24,0,16257,College,West,Regular,occasional,6438,Clothing,0,4,0
41,1,43155,HighSchool,East,Regular,rare,16545,Books,0,6,2
28,1,11049,College,North,Silver,frequent,3926,Health,0,4,3
29,1,29630,College,South,Silver,frequent,11652,Clothing,0,4,1
26,0,5417,College,East,Silver,rare,2224,Clothing,0,5,3
37,1,8182,HighSchool,West,Regular,rare,3308,Electronics,0,6,0
33,1,22067,Bachelor,East,Gold,occasional,6861,Books,1,7,4
33,1,18673,College,East,Silver,rare,8076,Books,1,4,3
29,1,27763,HighSchool,West,Regular,occasional,12179,Food,1,5,2
32,1,20649,College,North,Gold,rare,5994,Food,0,5,4
36,1,31716,Masters,East,Regular,occasional,13666,Books,1,5,2
28,1,32566,Bachelor,South,Regular,frequent,9638,Food,1,7,2
36,0,13532,HighSchool,East,Regular,rare,4958,Electronics,1,6,0
29,1,21436,Masters,East,Regular,frequent,7560,Electronics,1,5,0
34,0,22700,Bachelor,West,Regular,rare,7891,Books,1,3,0
30,1,21266,Bachelor,South,Regular,rare,7371,Books,0,4,0
29,0,35234,Bachelor,East,Gold,occasional,14517,Electronics,0,5,4
31,0,47572,College,South,Regular,rare,14187,Food,1,4,2
29,1,29065,Masters,North,Regular,occasional,8773,Health,0,5,2
33,1,11314,College,West,Regular,frequent,4085,Electronics,0,5,0
30,0,8597,Bachelor,North,Regular,occasional,3880,Books,0,6,0
32,0,40958,Masters,South,Regular,occasional,13956,Electronics,0,4,2
29,1,15030,Bachelor,North,Regular,rare,5633,Books,0,6,0
23,0,21526,Masters,East,Regular,rare,7121,Clothing,0,6,0
27,0,11473,HighSchool,West,Regular,occasional,4469,Beauty,0,4,0
33,1,22599,College,South,Gold,occasional,6719,Electronics,1,5,4
30,0,39758,College,South,Regular,frequent,12125,Electronics,0,5,2
30,1,38430,Bachelor,West,Regular,rare,11811,Home,0,6,2
33,1,7624,College,West,Regular,rare,2363,Food,0,4,0
35,1,38279,Bachelor,West,Gold,rare,15803,Health,0,5,4
33,1,27373,College,West,Regular,frequent,10179,Health,1,5,0
29,0,30407,College,North,Regular,rare,10207,Books,1,4,2
25,1,20751,College,South,Silver,rare,7858,Books,1,5,3
36,0,28800,Bachelor,South,Regular,rare,10720,Home,0,5,2
30,1,11488,Bachelor,West,Silver,occasional,3792,Electronics,0,4,3
27,1,10221,HighSchool,West,Regular,rare,3365,Electronics,0,4,0
25,1,40301,HighSchool,West,Silver,rare,12635,Electronics,1,5,1
28,0,45581,College,West,Silver,occasional,20161,Food,0,6,1
24,0,44080,College,North,Regular,occasional,18323,Electronics,0,3,2
24,0,12905,HighSchool,South,Regular,rare,5022,Home,1,5,0
27,1,17161,Bachelor,West,Regular,frequent,5437,Health,1,5,0
27,1,20999,Bachelor,North,Regular,frequent,8496,Health,0,5,0
33,1,44321,Bachelor,East,Regular,occasional,13390,Food,0,6,2
29,1,25989,College,East,Regular,rare,7355,Food,0,6,0
36,0,38489,College,West,Regular,frequent,14498,Electronics,1,4,2
26,1,48559,College,North,Gold,rare,12235,Electronics,0,6,4
32,1,25120,Bachelor,North,Regular,rare,11245,Food,1,8,0
27,1,41826,Bachelor,West,Regular,rare,12092,Beauty,0,6,2
27,0,38285,HighSchool,East,Silver,rare,13333,Food,0,5,1
28,1,16752,Bachelor,West,Regular,rare,5466,Electronics,0,5,0
27,0,15331,HighSchool,South,Silver,occasional,6303,Food,1,5,3
27,1,29605,College,West,Regular,rare,12532,Home,0,4,2
23,0,44742,College,West,Regular,frequent,12188,Health,0,4,2
32,1,32346,HighSchool,East,Regular,rare,12983,Electronics,1,5,2
33,0,41307,Masters,West,Silver,rare,16003,Food,0,3,1
30,0,31291,Bachelor,East,Silver,rare,7828,Books,0,7,1
29,0,14519,Masters,East,Regular,rare,4867,Home,0,4,0
25,1,46553,College,North,Regular,frequent,16168,Health,1,3,2
26,1,25699,HighSchool,North,Regular,rare,9786,Electronics,0,6,0
29,0,12115,College,South,Silver,rare,4910,Electronics,0,6,3
21,1,16303,Bachelor,West,Regular,occasional,5315,Electronics,1,5,0
28,0,24017,HighSchool,South,Regular,occasional,10597,Food,0,6,0
31,1,15964,College,South,Regular,frequent,6027,Clothing,0,5,0
32,1,15456,College,East,Regular,rare,5549,Food,0,4,0
30,1,11987,Bachelor,East,Regular,rare,5231,Electronics,0,5,0
25,1,32864,Bachelor,North,Regular,frequent,10941,Clothing,0,5,2
35,1,32591,College,East,Silver,rare,13714,Health,1,4,1
22,1,28485,Masters,West,Silver,frequent,10769,Electronics,0,5,1
28,1,20015,Masters,East,Gold,occasional,8252,Electronics,0,5,4
31,0,27506,College,East,Regular,rare,10308,Electronics,1,6,0
20,1,46548,College,East,Silver,occasional,16481,Electronics,0,3,1
29,0,35004,College,West,Silver,rare,11016,Food,1,6,1
27,0,5275,College,East,Regular,frequent,2341,Clothing,1,7,0
26,0,48438,Bachelor,South,Silver,occasional,16263,Food,1,4,1
32,0,43597,Bachelor,South,Regular,frequent,16989,Books,0,4,2
28,0,26522,College,East,Regular,rare,8961,Electronics,0,3,0
31,1,43471,College,West,Regular,rare,15435,Books,0,6,2
35,0,45192,Bachelor,East,Regular,frequent,18375,Food,0,3,2
27,1,40512,College,East,Silver,rare,15550,Electronics,0,5,1
29,1,28828,Bachelor,South,Silver,frequent,12635,Health,0,6,1
27,0,17663,College,West,Gold,rare,5042,Electronics,1,4,4
37,1,19864,HighSchool,South,Silver,occasional,6718,Electronics,1,7,3
40,1,33181,HighSchool,East,Silver,occasional,10901,Electronics,0,7,1
31,0,48422,HighSchool,North,Regular,rare,12435,Books,1,5,2
25,0,23801,College,South,Regular,frequent,9325,Home,1,5,0
31,1,18431,College,West,Silver,occasional,5635,Books,0,5,3
39,0,24441,College,East,Regular,rare,7038,Beauty,0,6,0
23,1,27685,HighSchool,West,Silver,occasional,9120,Health,1,5,3
30,1,32899,Masters,South,Silver,rare,11315,Books,1,6,1
33,1,42382,College,North,Silver,frequent,13662,Books,0,6,1
31,1,43863,College,East,Regular,occasional,16253,Books,0,4,2
27,0,28978,Masters,West,Regular,rare,12160,Clothing,1,5,2
32,1,35267,College,South,Gold,occasional,11926,Clothing,0,5,4
28,1,43206,College,North,Silver,occasional,13147,Beauty,1,5,1
31,1,43986,HighSchool,South,Regular,occasional,15962,Clothing,0,4,2
29,0,33850,Bachelor,East,Silver,rare,10910,Beauty,1,5,1
29,0,46424,HighSchool,East,Silver,frequent,18290,Food,0,6,1
29,1,32830,College,East,Silver,frequent,9788,Books,1,6,1
17,0,22292,College,South,Gold,rare,8573,Food,1,6,4
30,1,17876,College,North,Regular,rare,7531,Clothing,1,5,0
39,0,30943,College,West,Regular,rare,12918,Clothing,1,6,2
34,0,6171,College,West,Regular,occasional,2309,Clothing,0,4,0
25,1,17050,HighSchool,East,Gold,rare,6289,Food,1,5,4
35,1,25891,Bachelor,North,Silver,frequent,9716,Health,0,5,3
28,1,36557,College,West,Regular,rare,13967,Beauty,0,5,2
24,0,34102,Bachelor,North,Silver,occasional,12133,Electronics,0,7,1
20,0,46017,College,West,Gold,rare,17806,Electronics,0,5,4
30,1,41234,College,East,Regular,rare,14442,Health,0,6,2
25,0,45845,Bachelor,West,Silver,rare,16664,Books,1,6,1
29,0,39426,College,South,Gold,occasional,12233,Electronics,0,5,4
29,0,16101,Bachelor,West,Regular,frequent,4554,Clothing,0,5,0
32,0,26010,HighSchool,East,Silver,frequent,9697,Electronics,1,5,3
33,0,24591,Bachelor,South,Regular,occasional,5557,Health,1,4,0
31,0,20498,HighSchool,South,Silver,rare,6714,Books,1,5,3
31,0,18451,College,East,Regular,frequent,6949,Health,0,5,0
26,1,7553,College,West,Silver,rare,2839,Clothing,0,6,3
26,0,31479,College,East,Regular,rare,12075,Clothing,0,5,2
28,0,26853,Masters,South,Regular,frequent,10094,Food,1,4,0
28,1,22134,College,South,Silver,frequent,8030,Clothing,1,4,3
30,0,31066,HighSchool,South,Silver,rare,12084,Books,0,4,1
27,1,30995,College,North,Silver,frequent,12748,Books,0,7,1
33,0,48955,HighSchool,East,Silver,frequent,18752,Food,0,5,1
30,0,45809,College,West,Regular,rare,18945,Electronics,1,5,2
33,1,7663,Bachelor,East,Silver,rare,2710,Clothing,0,3,3
26,1,37260,HighSchool,East,Gold,rare,13061,Food,0,6,4
33,0,49147,College,East,Silver,rare,15899,Electronics,0,5,1
31,0,44393,College,West,Silver,rare,15301,Books,1,4,1
31,0,30483,College,South,Regular,rare,11434,Clothing,0,5,2
28,0,10529,College,South,Regular,rare,3964,Health,0,5,0
33,0,47144,Bachelor,South,Gold,rare,16185,Health,1,6,4
28,0,49174,HighSchool,North,Regular,occasional,20890,Home,1,6,2
28,1,20332,HighSchool,East,Gold,occasional,6526,Food,0,5,4
29,1,38812,Bachelor,West,Silver,occasional,14272,Clothing,0,5,1
24,1,24745,Bachelor,West,Silver,occasional,10436,Electronics,0,5,3
29,1,14596,Bachelor,East,Regular,rare,4827,Books,0,6,0
29,0,29075,College,East,Gold,rare,11787,Electronics,1,7,4
21,1,43316,College,South,Silver,rare,15065,Food,0,4,1
29,0,28961,Bachelor,South,Silver,rare,10843,Clothing,0,5,1
33,0,33151,College,East,Regular,rare,10696,Electronics,1,6,2
24,0,44270,College,West,Regular,frequent,14616,Books,1,4,2
24,1,41968,Bachelor,North,Regular,frequent,11497,Electronics,1,5,2
35,1,46817,HighSchool,North,Regular,occasional,14156,Electronics,1,6,2
35,1,30525,College,South,Gold,frequent,15184,Food,0,6,4
24,1,10498,College,North,Gold,occasional,4193,Electronics,0,6,4
35,1,9431,Bachelor,North,Regular,rare,3488,Food,0,6,0
29,0,44430,HighSchool,South,Regular,rare,17735,Food,0,5,2
28,1,25862,Bachelor,East,Regular,rare,9445,Clothing,1,7,0
29,0,33441,Bachelor,North,Regular,rare,11720,Electronics,0,5,2
33,0,10405,College,South,Silver,occasional,4066,Food,1,5,3
30,1,26987,HighSchool,West,Regular,rare,7235,Books,1,5,0
27,1,30809,HighSchool,South,Regular,rare,12217,Home,0,4,2
28,1,25935,HighSchool,North,Regular,occasional,10490,Clothing,0,4,0
32,0,26779,College,East,Regular,rare,9173,Electronics,0,5,0
30,0,11487,College,West,Regular,occasional,4244,Electronics,0,5,0
33,0,26354,Bachelor,South,Regular,rare,9201,Clothing,1,5,0
26,0,45283,Masters,East,Regular,rare,13611,Clothing,0,4,2
35,1,12209,College,South,Silver,rare,4019,Clothing,0,5,3
28,1,20867,College,West,Silver,rare,6493,Food,0,5,3
29,1,44203,College,West,Regular,rare,15485,Electronics,1,7,2
31,0,29787,HighSchool,West,Regular,occasional,9184,Books,0,3,2
38,1,22945,Bachelor,East,Gold,rare,9923,Electronics,0,5,4
30,1,9341,College,South,Silver,rare,2387,Clothing,1,5,3
30,0,24483,HighSchool,North,Regular,occasional,8376,Electronics,0,7,0
29,1,13502,College,South,Regular,rare,4890,Home,0,4,0
39,0,8477,College,North,Regular,rare,3005,Home,0,6,0
27,0,20865,College,South,Regular,rare,7292,Clothing,0,4,0
31,1,39439,Bachelor,South,Regular,rare,15085,Health,0,6,2
35,0,17590,College,South,Silver,occasional,6645,Books,0,5,3
25,1,21029,Bachelor,West,Regular,rare,7529,Home,0,5,0
32,1,14518,College,South,Regular,occasional,4387,Electronics,0,4,0
21,0,6303,Bachelor,West,Regular,rare,2028,Clothing,0,4,0
27,1,14516,College,West,Silver,rare,4478,Clothing,0,4,3
28,0,34634,Bachelor,South,Regular,occasional,13915,Books,1,5,2
33,0,35192,Bachelor,South,Silver,frequent,12740,Home,0,3,1
28,1,36641,HighSchool,East,Regular,rare,12592,Books,0,5,2
25,0,31895,College,North,Regular,occasional,10558,Books,0,5,2
32,1,26297,College,North,Gold,rare,11464,Electronics,0,5,4
34,1,18152,Bachelor,East,Regular,rare,5032,Electronics,0,6,0
31,0,28404,College,West,Silver,rare,6529,Books,1,7,1
27,1,28302,College,West,Regular,occasional,11170,Electronics,1,5,2
35,0,29873,HighSchool,West,Regular,rare,10337,Food,0,5,2
39,0,18545,College,West,Silver,occasional,7098,Health,0,5,3
36,1,27865,College,North,Regular,occasional,8790,Health,1,4,2
32,1,7643,Masters,South,Regular,rare,2852,Clothing,0,6,0
38,1,38581,Bachelor,North,Silver,rare,10293,Electronics,1,4,1
28,0,27749,Bachelor,East,Regular,occasional,11641,Food,0,3,2
33,1,27149,HighSchool,West,Regular,rare,9337,Books,1,4,0
37,0,31660,HighSchool,North,Regular,occasional,8439,Food,0,3,2
30,0,18385,Masters,West,Regular,frequent,8034,Books,0,5,0
39,1,49294,HighSchool,South,Silver,rare,11822,Electronics,1,5,1
31,1,12274,HighSchool,East,Regular,rare,4162,Electronics,0,5,0
31,1,5220,Bachelor,North,Regular,occasional,2204,Food,0,5,0
26,1,8959,Bachelor,East,Gold,frequent,2602,Health,0,7,4
37,0,7844,College,West,Regular,occasional,2518,Books,0,4,0
28,1,34649,Bachelor,North,Gold,rare,11172,Electronics,1,5,4
33,0,40553,Masters,East,Silver,occasional,15404,Books,0,4,1
27,1,12989,College,South,Regular,frequent,4203,Clothing,0,6,0
39,1,43931,College,West,Gold,rare,15423,Electronics,0,6,4
32,1,45420,Bachelor,West,Regular,occasional,16080,Food,1,5,2
24,1,17368,Bachelor,North,Regular,frequent,5388,Food,1,5,0
41,0,38540,College,North,Regular,frequent,12811,Home,1,5,2
27,0,29294,Bachelor,North,Silver,frequent,10369,Electronics,0,3,1
36,0,14037,Masters,South,Silver,occasional,5221,Clothing,1,6,3
28,1,6867,College,North,Regular,occasional,1956,Food,0,5,0
33,0,11411,Masters,North,Silver,rare,4578,Electronics,0,5,3
32,1,15278,HighSchool,West,Silver,rare,4111,Electronics,0,4,3
25,1,47014,Bachelor,West,Silver,rare,13546,Food,0,5,1
33,1,49855,College,East,Silver,frequent,14547,Food,0,7,1
24,0,27531,College,West,Silver,rare,12258,Electronics,1,6,3
36,1,34079,Bachelor,West,Regular,rare,14488,Health,1,4,2
31,0,35150,College,East,Silver,rare,13361,Beauty,0,6,1
29,1,38927,HighSchool,East,Regular,rare,16289,Books,0,5,2
31,1,46763,HighSchool,West,Regular,rare,17324,Health,1,4,2
26,1,42715,College,East,Regular,rare,15676,Home,0,6,2
31,1,12120,Bachelor,North,Silver,rare,4315,Electronics,1,6,3
32,0,38727,College,North,Silver,frequent,14108,Food,0,7,1
27,1,25161,HighSchool,South,Regular,rare,7939,Clothing,0,4,0
24,0,19445,College,North,Silver,rare,7717,Food,0,5,3
30,0,23811,College,South,Regular,rare,7353,Clothing,0,5,0
32,1,18886,Masters,North,Regular,occasional,6583,Clothing,1,4,0
26,1,15957,Bachelor,North,Regular,rare,5239,Clothing,1,5,0
31,1,39894,Masters,North,Regular,rare,11394,Books,0,5,2
25,1,24707,College,South,Silver,frequent,6872,Clothing,0,4,3
30,1,35592,Masters,East,Silver,frequent,15115,Electronics,0,7,1
30,1,23443,College,East,Regular,rare,7533,Home,0,3,0
25,0,12908,Bachelor,East,Regular,occasional,4537,Electronics,0,5,0
24,0,15607,Bachelor,South,Silver,rare,5910,Health,0,5,3
28,1,44931,HighSchool,West,Regular,rare,17703,Clothing,0,5,2
30,0,14116,College,East,Silver,rare,5685,Food,0,4,3
35,0,21771,Bachelor,West,Regular,frequent,6694,Beauty,0,5,0
35,1,40431,College,West,Regular,occasional,17310,Health,0,6,2
23,1,41295,College,North,Silver,rare,15166,Home,1,4,1
27,0,33257,College,North,Regular,rare,13391,Books,1,6,2
33,0,18693,College,East,Silver,rare,5174,Clothing,1,5,3
26,0,34108,College,West,Regular,frequent,10947,Home,1,6,2
29,1,39942,Bachelor,East,Silver,rare,16856,Food,0,6,1
28,1,29677,HighSchool,East,Regular,occasional,8828,Food,0,6,2
22,1,28415,College,North,Regular,rare,9640,Electronics,0,6,2
33,0,10298,Bachelor,South,Gold,rare,3761,Books,0,5,4
25,0,5654,Bachelor,West,Regular,rare,2119,Electronics,0,5,0
33,1,27751,College,West,Regular,occasional,9864,Electronics,1,5,2
24,1,35003,Bachelor,West,Silver,rare,14486,Books,0,4,1
26,0,24628,Masters,North,Silver,frequent,10411,Books,1,7,3
32,0,38050,Bachelor,North,Regular,rare,13765,Food,0,5,2
31,1,35905,HighSchool,East,Regular,occasional,12770,Books,1,4,2
34,1,42656,College,East,Regular,rare,13783,Books,0,5,2
24,0,23398,Bachelor,South,Regular,occasional,9150,Electronics,1,4,0
32,0,37797,College,East,Regular,frequent,14545,Books,0,6,2
28,1,33241,HighSchool,South,Regular,occasional,11203,Clothing,0,5,2
31,0,20106,HighSchool,West,Silver,rare,5527,Books,0,4,3
24,1,21159,Bachelor,South,Regular,occasional,7871,Books,1,6,0
36,0,20752,College,North,Regular,occasional,6199,Electronics,0,4,0
30,0,28333,College,South,Silver,rare,10262,Food,0,5,1
32,1,35722,College,East,Regular,rare,7684,Beauty,1,4,2
30,0,21759,Bachelor,South,Regular,rare,7705,Clothing,0,4,0
35,0,9157,Bachelor,East,Silver,occasional,3337,Food,0,5,3
36,0,32945,Bachelor,South,Gold,occasional,12251,Clothing,0,3,4
26,1,9864,HighSchool,North,Regular,rare,3128,Electronics,0,5,0
26,0,19757,College,East,Silver,occasional,7631,Books,0,6,3
29,0,40264,College,East,Regular,rare,12855,Food,0,4,2
30,1,10246,HighSchool,North,Gold,rare,2764,Food,0,4,4
19,0,23183,College,South,Silver,rare,7378,Electronics,1,8,3
26,0,23789,College,North,Silver,rare,8316,Books,1,5,3
33,0,42024,College,East,Regular,rare,16671,Clothing,0,5,2
33,1,32192,Masters,East,Silver,rare,10827,Electronics,1,7,1
35,1,7776,College,East,Regular,rare,2923,Beauty,0,5,0
28,0,28621,Bachelor,North,Silver,frequent,10206,Clothing,0,5,1
25,1,33777,College,North,Regular,occasional,10915,Food,0,5,2
34,1,38018,College,West,Regular,rare,17632,Beauty,0,4,2
24,0,13241,HighSchool,West,Regular,rare,4080,Food,0,7,0
36,0,30592,College,West,Regular,occasional,13652,Electronics,1,6,2
23,1,31889,College,North,Regular,occasional,10274,Electronics,0,5,2
26,0,35530,Bachelor,West,Gold,rare,13383,Food,0,5,4
22,1,47050,Bachelor,East,Regular,occasional,20651,Food,1,5,2
23,1,15013,HighSchool,South,Gold,occasional,4959,Food,0,4,4
26,0,40227,HighSchool,West,Regular,rare,10030,Home,1,5,2
27,0,8906,Masters,East,Gold,frequent,3783,Electronics,1,4,4
26,1,15363,College,South,Regular,occasional,4936,Electronics,1,5,0
29,0,27724,College,East,Regular,rare,8506,Health,0,4,2
29,1,47317,College,South,Regular,occasional,18185,Health,0,3,2
30,1,26534,HighSchool,North,Regular,rare,10898,Clothing,1,4,0
26,1,22320,HighSchool,West,Regular,occasional,7980,Electronics,0,6,0
35,1,8025,College,North,Regular,rare,2520,Electronics,0,4,0
22,1,36596,Bachelor,South,Silver,rare,11525,Clothing,0,5,1
32,0,27812,College,East,Regular,occasional,10259,Clothing,0,7,2
37,1,37921,College,West,Gold,rare,12087,Clothing,1,6,4
30,1,7852,Bachelor,South,Silver,occasional,2954,Home,0,8,3
30,0,9555,HighSchool,South,Silver,occasional,3428,Food,1,4,3
32,1,25290,Bachelor,North,Silver,frequent,8212,Health,0,4,3
28,1,23529,Bachelor,North,Silver,rare,8825,Clothing,0,4,3
33,0,6340,College,West,Regular,frequent,2363,Food,0,5,0
28,1,14623,College,East,Regular,rare,5359,Food,0,5,0
30,1,18195,College,North,Silver,rare,6315,Electronics,1,4,3
34,0,42206,HighSchool,West,Silver,rare,13013,Books,0,4,1
31,0,15083,College,South,Regular,rare,4957,Electronics,0,5,0
27,0,39155,HighSchool,South,Silver,occasional,13527,Clothing,0,5,1
23,1,5148,HighSchool,East,Regular,frequent,1584,Health,0,4,0
30,1,28933,College,East,Regular,rare,10831,Electronics,0,5,2
24,1,32749,Bachelor,East,Regular,occasional,10626,Clothing,0,4,2
34,1,17789,Bachelor,East,Regular,rare,6199,Books,0,6,0
19,1,24467,HighSchool,West,Silver,occasional,8518,Food,0,6,3
32,1,35377,HighSchool,East,Silver,frequent,13723,Electronics,0,6,1
25,1,5071,College,North,Gold,rare,1954,Electronics,0,5,4
26,0,42150,HighSchool,East,Regular,frequent,13220,Clothing,1,5,2
36,0,39568,Bachelor,West,Silver,rare,11501,Electronics,1,7,1
33,0,47021,Masters,East,Regular,rare,14481,Electronics,0,5,2
31,0,36243,Masters,South,Regular,occasional,11608,Books,0,5,2
29,0,29695,Bachelor,East,Regular,rare,11938,Books,0,4,2
32,0,41731,Bachelor,West,Regular,rare,16536,Food,0,5,2
28,0,35849,College,West,Regular,rare,10095,Beauty,1,4,2
24,1,26252,College,West,Silver,occasional,10295,Food,1,4,3
36,0,37578,Bachelor,West,Regular,occasional,9736,Clothing,0,7,2
25,1,10370,College,South,Regular,rare,3149,Home,1,6,0
28,0,22365,Bachelor,North,Silver,rare,8230,Health,0,3,3
30,0,43683,College,North,Silver,rare,19528,Clothing,0,5,1
28,0,14686,HighSchool,East,Regular,rare,4264,Electronics,1,3,0
21,0,17825,College,East,Silver,rare,6498,Books,0,4,3
30,0,20047,HighSchool,West,Regular,rare,6014,Books,0,6,0
23,0,41983,HighSchool,East,Silver,rare,14291,Health,1,6,1
36,1,43219,College,North,Regular,occasional,18730,Health,1,6,2
23,1,27797,Bachelor,West,Regular,rare,10499,Clothing,0,5,2
32,0,43965,College,West,Regular,occasional,12147,Clothing,0,4,2
27,1,49306,Bachelor,East,Silver,frequent,16183,Beauty,1,5,1
34,1,37127,Masters,East,Gold,frequent,12348,Food,0,4,4
28,0,12866,Masters,East,Silver,occasional,3928,Clothing,0,5,3
25,1,26304,Bachelor,South,Silver,rare,10259,Electronics,1,5,3
29,0,12951,College,West,Gold,occasional,5215,Electronics,0,6,4
32,1,49907,Bachelor,North,Regular,occasional,19119,Electronics,0,7,2
31,1,11578,College,West,Silver,occasional,4046,Books,0,5,3
26,1,44234,College,West,Regular,rare,16343,Books,0,4,2
31,0,44643,Bachelor,East,Regular,frequent,13535,Clothing,0,6,2
30,1,23701,College,West,Silver,frequent,8878,Beauty,0,4,3
27,1,15327,Bachelor,North,Regular,rare,6210,Clothing,0,6,0
25,1,10929,Masters,East,Silver,occasional,3902,Food,1,4,3
27,1,28078,College,North,Regular,occasional,9335,Food,0,4,2
31,1,28000,College,East,Regular,frequent,9255,Electronics,0,7,2
38,0,24752,Bachelor,East,Silver,occasional,7231,Electronics,1,6,3
36,1,35531,College,South,Silver,occasional,12273,Electronics,0,6,1
37,1,32072,Bachelor,North,Regular,frequent,10827,Home,0,5,2
28,1,10918,College,East,Silver,occasional,3138,Electronics,0,3,3
29,1,41612,HighSchool,South,Silver,rare,14627,Home,1,4,1
28,1,34705,Bachelor,East,Silver,frequent,10481,Electronics,1,5,1
35,0,19769,College,West,Regular,frequent,6819,Clothing,0,5,0
37,1,16560,College,West,Silver,rare,5054,Home,0,5,3
34,1,39299,College,South,Silver,frequent,11907,Books,0,5,1
17,0,13826,College,North,Regular,rare,4819,Books,0,4,0
31,0,18334,Masters,West,Regular,rare,6230,Health,0,7,0
33,1,46180,HighSchool,East,Regular,occasional,11848,Electronics,0,6,2
27,1,11207,HighSchool,East,Regular,rare,3422,Electronics,0,5,0
27,0,26155,HighSchool,West,Regular,rare,9819,Electronics,0,5,0
32,0,47745,College,West,Regular,occasional,12921,Books,0,5,2
34,0,29339,Bachelor,West,Regular,occasional,8237,Clothing,0,6,2
32,0,34065,College,East,Regular,rare,12627,Home,0,7,2
27,0,16216,Bachelor,West,Silver,frequent,6371,Clothing,0,3,3
27,1,46233,HighSchool,West,Silver,rare,17479,Clothing,1,5,1
27,1,16688,HighSchool,West,Regular,rare,4928,Food,1,6,0
26,0,23773,HighSchool,South,Regular,rare,9671,Health,1,5,0
26,1,12685,Masters,West,Gold,rare,4149,Electronics,0,6,4
36,1,40587,College,North,Regular,occasional,16783,Electronics,0,4,2
29,0,20637,College,West,Silver,rare,6293,Beauty,1,5,3
34,0,37183,Masters,South,Regular,rare,16540,Electronics,0,4,2
31,1,37323,College,East,Regular,rare,13743,Health,0,3,2
27,0,7467,HighSchool,West,Regular,occasional,2142,Food,0,4,0
24,0,5614,HighSchool,East,Regular,rare,1864,Food,0,5,0
25,1,17513,College,South,Silver,rare,5582,Electronics,0,4,3
34,1,35102,Bachelor,East,Regular,occasional,12120,Clothing,0,4,2
31,0,19970,HighSchool,West,Silver,occasional,6308,Health,0,6,3
29,0,42694,HighSchool,East,Silver,rare,16767,Electronics,0,3,1
39,0,37115,Masters,South,Regular,occasional,15507,Electronics,1,3,2
28,1,20411,College,North,Gold,frequent,6863,Home,0,5,4
28,1,33741,HighSchool,West,Silver,frequent,11489,Health,0,4,1
27,1,8153,Bachelor,North,Silver,rare,2541,Health,1,4,3
30,0,29995,HighSchool,South,Silver,rare,9984,Electronics,0,6,1
36,0,45768,Masters,West,Silver,occasional,14363,Electronics,0,5,1
27,1,41666,College,West,Regular,occasional,15812,Electronics,0,6,2
26,0,41910,Masters,North,Silver,rare,13118,Electronics,0,4,1
24,1,46648,HighSchool,West,Silver,rare,17354,Food,0,6,1
